"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1772918397249970343","Wed Mar 27 09:27:39 +0000 2024","434","Jakarta; 27 Maret 2024 Mobil Intel TNI habis Memantau Aksi Solidaritas Mahasiswa Papua Jadetabek depan Mabes TNI AD Jakarta Pusat. Dalam Aksi Mahasiswa mengencam Tindakan TNI Penganiayaan Terhadap 3 Warga di Intan Jaya Papua &amp; Mendesak @jokowi Copot Pangdam Cendrawasih https://t.co/ErUGCR7Ijl","1772918397249970343","https://pbs.twimg.com/ext_tw_video_thumb/1772917150602477568/pu/img/0yn5lsypAIFVdv8m.jpg","","in","West Papua","8","16","149","https://twitter.com/Mulalt_/status/1772918397249970343","1273894271179878400","Mulalt_"
"1774459427560858007","Sun Mar 31 15:31:10 +0000 2024","141","Jakarta BIN kali ini mungkin menjadi klub putri dengan lineup Libero terbaik di musim ini. Best Libero AVC Challenge Cup 2023 Yulis Indahyani (34 th) Juara Livoli Divisi Utama 2023 Nandita Ayu Salsabila (26 th) Juara Kapolri Cup 2023 Indah Guretno (19 th) #Proliga2024 https://t.co/cAoOSD4LoR","1774459427560858007","https://pbs.twimg.com/media/GKAlcg3b0AAwfKE.jpg","","in","Indonesia","6","15","20","https://twitter.com/volleyballidn/status/1774459427560858007","1649743417600266240","volleyballidn"
"1774171072923136085","Sat Mar 30 20:25:20 +0000 2024","18","Sampai jumpa lagi Kota yg indah dan nyaman. ️ You Makassar See you soon Jakarta. https://t.co/0nqAWX20nG","1774171072923136085","https://pbs.twimg.com/media/GJ8fMCUbIAAV2Go.jpg","","in","","0","0","20","https://twitter.com/Celinamoe_/status/1774171072923136085","2909289816","Celinamoe_"
"1772277797353922907","Mon Mar 25 15:02:08 +0000 2024","16979","Terbiasa baca buku minimal 15 menit sehari. Boleh buku apa saja bisa di mana saja. Hari ini baca buku tentang: Ruang Limpah Sungai Jakarta. Teman-teman ada rekomendasi buku yg ok untuk #ngabuburead? https://t.co/5PDADZcF8O","1772277797353922907","https://pbs.twimg.com/amplify_video_thumb/1772277403257352192/img/zQEqEJ3mDpGUh_Wp.jpg","","in","Indonesia","287","476","3070","https://twitter.com/aniesbaswedan/status/1772277797353922907","110312278","aniesbaswedan"
"1774489821471457673","Sun Mar 31 17:31:56 +0000 2024","37","besok aku avail jakarta selatan ya https://t.co/FPIJW7WYcG","1774489821471457673","https://pbs.twimg.com/media/GKBBFhJaoAAfoG0.jpg","","in","","0","0","38","https://twitter.com/zzmeell1/status/1774489821471457673","1764994840448933888","zzmeell1"
"1773257722726584623","Thu Mar 28 07:56:01 +0000 2024","1014","Cara apply membership (GL) Pre-Sale &lt;THE DREAM SHOW 3 : DREAM ()SCAPE&gt; in Jakarta A theread Yang pertama kamu lakuin adalah beli membership dulu di weverse :","1773257722726584623","","","in","🇮🇩🇰🇷","15","28","242","https://twitter.com/abcderinna/status/1773257722726584623","1041544720348897281","abcderinna"
"1774504258865602858","Sun Mar 31 18:29:18 +0000 2024","256","UNITY JAKARTA #YUTA #유타 #NCT127 #AprilFoolsDay https://t.co/1lzMXf88uC","1774504258865602858","https://pbs.twimg.com/ext_tw_video_thumb/1774504026006294528/pu/img/ZRGoCynbqBrEjrU_.jpg","","in","Indonesia 🇮🇩","1","0","108","https://twitter.com/ocy_wocy/status/1774504258865602858","894728291893915648","ocy_wocy"
"1773859199858200601","Fri Mar 29 23:46:04 +0000 2024","377","Syukuran follower karena naik 300 dr sblmnya. Maka ada 300k buat 6 org beruntung. Cukup reply jawaban: Jika disuruh milih kekuatan super milihnya kekuatan seperti apa? Knp pilih itu? Ditunggu sampai jam 15.00 diumumkan pas buka puasa waktu jakarta. Gudlak","1773859199858200601","","","in","Indonesia","6","521","170","https://twitter.com/liebhertttt/status/1773859199858200601","1752228047502344192","liebhertttt"
"1773244810180121039","Thu Mar 28 07:04:42 +0000 2024","9470","RESMI: DPR RI resmi mengesahkan RUU DKJ menjadi Undang-Undang. Gubernur &amp; wakil gubernur Jakarta tetap dipilih langsung oleh rakyat lewat pilkada. : Kompas https://t.co/uN9ojHuwvz","1773244810180121039","https://pbs.twimg.com/media/GJvUwN6a0AADPJ_.jpg","","in","Kutub Selatan","392","118","1353","https://twitter.com/timpenguinnas/status/1773244810180121039","1457753196269473793","timpenguinnas"
"1774601381418246286","Mon Apr 01 00:55:14 +0000 2024","25","Kejaksaan agung makin kece aja dalam memberantas para tikus tikus yang menggerogoti uang negara. Jakarta CNN Indonesia --Tim penyidik Jampindus kejaksaan agung menetapkan satu tersangka dalam perkara tindak korupsi pada kegiatan importasi gula PT SMIP pada 2020-2023 https://t.co/69SUFbDatq","1774601381418246286","https://pbs.twimg.com/media/GKCmiWSa0AEJNpL.jpg","","in","Di Jantungmu ","2","4","5","https://twitter.com/Putri_adja_/status/1774601381418246286","1469280329093373956","Putri_adja_"
